"","videoID","codingdate","medianame","videolength","coder","subjectID","behavior","modifier1","starttime","comment","sequenceID"
"313","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",57.891,"","CEBUS-02_2022-05-11_456"
"314","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",58.659,"","CEBUS-02_2022-05-11_456"
"315","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","socialattention","",58.959,"","CEBUS-02_2022-05-11_456"
"3746","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","stand",59.159,"","CEBUS-02_2022-05-11_456"
"316","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","scrounge","tolerated",59.192,"","CEBUS-02_2022-05-11_456"
"3747","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","stand",60.427,"","CEBUS-02_2022-05-11_456"
"3748","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","seqcont","seqcont",60.843,"","CEBUS-02_2022-05-11_456"
"3749","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","seqend","opened",0.734,"","CEBUS-02_2022-05-11_456"
"3750","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","seqstart","almendrared",12.913,"","CEBUS-02_2022-05-11_457"
"3751","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","hammerstone","onanvil",12.98,"FRE","CEBUS-02_2022-05-11_457"
"317","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-18 13:26:58.308","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","juvenileunknown","present","",13.547,"","CEBUS-02_2022-05-11_457"
"318","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-18 13:26:58.308","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","juvenileunknown","present","",14.681,"","CEBUS-02_2022-05-11_457"
"319","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-18 13:26:58.308","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","juvenileunknown","socialattention","",16.216,"","CEBUS-02_2022-05-11_457"
"3752","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","pound","stand",16.416,"","CEBUS-02_2022-05-11_457"
"3753","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","pound","crouch",19.119,"","CEBUS-02_2022-05-11_457"
"3754","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","reposit","item",21.088,"","CEBUS-02_2022-05-11_457"
"3755","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","pound","stand",22.089,"","CEBUS-02_2022-05-11_457"
"3756","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","seqend","opened",25.092,"","CEBUS-02_2022-05-11_457"
"3757","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","seqstart","almendrabrown",50.584,"","CEBUS-02_2022-05-11_458"
"3758","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","hammerstone","onanvil",50.651,"FRE","CEBUS-02_2022-05-11_458"
"3759","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","pound","stand",51.785,"","CEBUS-02_2022-05-11_458"
"3760","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","pound","crouch",53.053,"","CEBUS-02_2022-05-11_458"
"320","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-18 13:26:58.308","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","juvenileunknown","present","",53.153,"","CEBUS-02_2022-05-11_458"
"321","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-18 13:26:58.308","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","juvenileunknown","present","",53.687,"","CEBUS-02_2022-05-11_458"
"3761","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","pound","crouch",54.388,"","CEBUS-02_2022-05-11_458"
"3762","CEBUS-02-R11__2022-05-11__12-21-40","2024-12-11 11:57:12.958","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-21-40.MP4","60.894","ZG","SPT","seqend","opened",56.323,"","CEBUS-02_2022-05-11_458"
"3803","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","seqstart","almendrabrown",0,"","CEBUS-02_2022-05-12_462"
"3804","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","hammerstone","inhand",0.067,"FRE","CEBUS-02_2022-05-12_462"
"3805","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",1.401,"","CEBUS-02_2022-05-12_462"
"322","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-18 13:27:56.736","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","subadultmale","present","",2.903,"","CEBUS-02_2022-05-12_462"
"3806","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","seqend","opened",4.872,"","CEBUS-02_2022-05-12_462"
"3807","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","seqstart","almendragreen",32.532,"","CEBUS-02_2022-05-12_463"
"3808","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","hammerstone","onanvil",32.599,"FRE","CEBUS-02_2022-05-12_463"
"3809","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",33.767,"","CEBUS-02_2022-05-12_463"
"3810","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","item",34.801,"","CEBUS-02_2022-05-12_463"
"3811","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",36.169,"","CEBUS-02_2022-05-12_463"
"3812","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","item",37.304,"","CEBUS-02_2022-05-12_463"
"3813","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",38.105,"","CEBUS-02_2022-05-12_463"
"3814","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",39.606,"","CEBUS-02_2022-05-12_463"
"3815","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",41.041,"","CEBUS-02_2022-05-12_463"
"3816","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",42.075,"","CEBUS-02_2022-05-12_463"
"3817","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","item",43.477,"","CEBUS-02_2022-05-12_463"
"3818","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",44.244,"","CEBUS-02_2022-05-12_463"
"3819","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","item",45.979,"","CEBUS-02_2022-05-12_463"
"323","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-18 13:27:56.736","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","subadultmale","present","",46.079,"","CEBUS-02_2022-05-12_463"
"3820","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",46.847,"","CEBUS-02_2022-05-12_463"
"3821","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","peel",49.983,"","CEBUS-02_2022-05-12_463"
"3822","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",51.418,"","CEBUS-02_2022-05-12_463"
"3823","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","peel",54.721,"","CEBUS-02_2022-05-12_463"
"3824","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","pound","stand",56.223,"","CEBUS-02_2022-05-12_463"
"3825","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","reposit","peel",60.561,"","CEBUS-02_2022-05-12_463"
"3826","CEBUS-02-R11__2022-05-12__13-47-39","2024-12-11 12:13:31.969","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-47-39.MP4","60.928","ZG","PEA","seqcont","seqcont",60.907,"","CEBUS-02_2022-05-12_463"
"3827","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","seqend","opened",0.734,"","CEBUS-02_2022-05-12_463"
"3828","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","seqstart","almendrabrown",12.646,"","CEBUS-02_2022-05-12_464"
"3829","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","hammerstone","onanvil",12.713,"FRE","CEBUS-02_2022-05-12_464"
"324","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-18 13:50:38.173","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","juvenileunknown","present","",15.749,"","CEBUS-02_2022-05-12_464"
"3830","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",18.218,"","CEBUS-02_2022-05-12_464"
"3831","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",19.486,"","CEBUS-02_2022-05-12_464"
"3832","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","seqend","opened",21.722,"","CEBUS-02_2022-05-12_464"
"3833","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","seqstart","almendrabrown",48.849,"","CEBUS-02_2022-05-12_465"
"3834","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","hammerstone","onanvil",48.916,"FRE","CEBUS-02_2022-05-12_465"
"3835","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",51.885,"","CEBUS-02_2022-05-12_465"
"3836","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",53.22,"","CEBUS-02_2022-05-12_465"
"3837","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","reposit","item",54.454,"","CEBUS-02_2022-05-12_465"
"3838","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",56.189,"","CEBUS-02_2022-05-12_465"
"3839","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",57.591,"","CEBUS-02_2022-05-12_465"
"325","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-18 13:50:38.173","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","juvenileunknown","present","",58.992,"","CEBUS-02_2022-05-12_465"
"3840","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","pound","stand",59.226,"","CEBUS-02_2022-05-12_465"
"3841","CEBUS-02-R11__2022-05-12__13-48-47","2024-12-11 12:17:08.421","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-48-47.MP4","60.894","ZG","PEA","seqend","opened",60.885,"","CEBUS-02_2022-05-12_465"
"3842","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","seqstart","almendrabrown",16.383,"","CEBUS-02_2022-05-12_466"
"3843","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","hammerstone","onanvil",16.45,"FRE","CEBUS-02_2022-05-12_466"
"326","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-18 13:53:29.004","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","LAR","present","",17.417,"","CEBUS-02_2022-05-12_466"
"3844","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","pound","stand",17.985,"","CEBUS-02_2022-05-12_466"
"3845","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","reposit","item",20.787,"","CEBUS-02_2022-05-12_466"
"3846","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","seqend","abandoned",21.855,"displaced by LAR, leaves almendra (very shocked) which LAR eats","CEBUS-02_2022-05-12_466"
"327","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-18 13:53:29.004","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","LAR","displace","",23.156,"","CEBUS-02_2022-05-12_466"
"328","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-18 13:53:29.004","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","LAR","scrounge","afterwards",24.524,"","CEBUS-02_2022-05-12_466"
"329","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-18 13:53:29.004","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","present","",34.162,"","CEBUS-02_2022-05-12_467"
"330","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-18 13:53:29.004","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","PEA","socialattention","",34.497,"","CEBUS-02_2022-05-12_467"
"3847","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","LAR","seqstart","almendragreen",38.138,"","CEBUS-02_2022-05-12_467"
"3848","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","LAR","hammerstone","onanvil",38.205,"FRE","CEBUS-02_2022-05-12_467"
"3849","CEBUS-02-R11__2022-05-12__13-49-55","2024-12-11 12:24:07.044","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-12__13-49-55.MP4","60.928","ZG","LAR","pound","stand",39.406,"","CEBUS-02_2022-05-12_467"
