"","videoID","codingdate","medianame","videolength","coder","subjectID","behavior","modifier1","starttime","comment","sequenceID"
"3676","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-10 21:19:35.271","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","SPT","pound","crouch",35.369,"","CEBUS-02_2022-05-11_445"
"290","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-18 13:13:37.946","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","subadultmale","present","",35.969,"","CEBUS-02_2022-05-11_445"
"3677","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-10 21:19:35.271","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","SPT","pound","stand",36.737,"","CEBUS-02_2022-05-11_445"
"3678","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-10 21:19:35.271","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","SPT","pound","crouch",38.005,"","CEBUS-02_2022-05-11_445"
"3679","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-10 21:19:35.271","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","SPT","pound","crouch",41.375,"","CEBUS-02_2022-05-11_445"
"3680","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-10 21:19:35.271","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","SPT","pound","crouch",42.943,"","CEBUS-02_2022-05-11_445"
"3681","CEBUS-02-R11__2022-05-11__12-11-39","2024-12-10 21:19:35.271","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-11-39.MP4","60.894","ZG","SPT","seqend","opened",44.544,"","CEBUS-02_2022-05-11_445"
"3682","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","seqstart","almendrabrown",0,"","CEBUS-02_2022-05-11_446"
"3683","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","hammerstone","inhand",0.067,"FRE","CEBUS-02_2022-05-11_446"
"3684","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",0.968,"","CEBUS-02_2022-05-11_446"
"291","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-18 13:14:56.126","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","subadultmale","present","",1.301,"","CEBUS-02_2022-05-11_446"
"292","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-18 13:14:56.126","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","juvenileunknown","present","",1.335,"","CEBUS-02_2022-05-11_446"
"3685","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","crouch",2.469,"","CEBUS-02_2022-05-11_446"
"3686","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","seqend","opened",5.038,"","CEBUS-02_2022-05-11_446"
"3687","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","seqstart","almendrabrown",24.858,"","CEBUS-02_2022-05-11_447"
"3688","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","hammerstone","onanvil",24.925,"FRE","CEBUS-02_2022-05-11_447"
"3689","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",25.993,"","CEBUS-02_2022-05-11_447"
"3690","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","reposit","item",27.127,"","CEBUS-02_2022-05-11_447"
"293","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-18 13:14:56.126","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","subadultmale","present","",27.127,"","CEBUS-02_2022-05-11_447"
"3691","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",28.295,"","CEBUS-02_2022-05-11_447"
"3692","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",29.963,"","CEBUS-02_2022-05-11_447"
"3693","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",31.164,"","CEBUS-02_2022-05-11_447"
"3694","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","seqend","opened",35.002,"","CEBUS-02_2022-05-11_447"
"3695","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","seqstart","almendrabrown",56.089,"","CEBUS-02_2022-05-11_448"
"3696","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","hammerstone","onanvil",56.156,"FRE","CEBUS-02_2022-05-11_448"
"3697","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",57.224,"","CEBUS-02_2022-05-11_448"
"294","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-18 13:14:56.126","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","subadultmale","present","",58.225,"","CEBUS-02_2022-05-11_448"
"3698","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","stand",58.759,"","CEBUS-02_2022-05-11_448"
"3699","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","pound","crouch",60.36,"","CEBUS-02_2022-05-11_448"
"3700","CEBUS-02-R11__2022-05-11__12-14-22","2024-12-11 11:32:27.861","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-14-22.MP4","60.894","ZG","SPT","seqend","opened",60.885,"","CEBUS-02_2022-05-11_448"
"3701","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","seqstart","almendrabrown",0.1,"","CEBUS-02_2022-05-11_449"
"3702","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","hammerstone","onanvil",0.2,"FRE","CEBUS-02_2022-05-11_449"
"3703","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","pound","stand",3.837,"","CEBUS-02_2022-05-11_449"
"3704","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","pound","stand",5.672,"","CEBUS-02_2022-05-11_449"
"295","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-18 13:17:20.997","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","juvenileunknown","present","",11.778,"","CEBUS-02_2022-05-11_449"
"296","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-18 13:17:20.997","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","juvenileunknown","present","",15.282,"","CEBUS-02_2022-05-11_449"
"3705","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","reposit","peel",18.619,"","CEBUS-02_2022-05-11_449"
"3706","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","seqend","opened",20.287,"","CEBUS-02_2022-05-11_449"
"3707","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","seqstart","almendrabrown",41.275,"","CEBUS-02_2022-05-11_450"
"297","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-18 13:17:20.997","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","juvenileunknown","present","",41.308,"","CEBUS-02_2022-05-11_450"
"3708","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","hammerstone","onanvil",41.341,"FRE","CEBUS-02_2022-05-11_450"
"3709","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","pound","crouch",42.442,"","CEBUS-02_2022-05-11_450"
"298","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-18 13:17:20.997","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","juvenileunknown","present","",43.81,"","CEBUS-02_2022-05-11_450"
"3710","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","pound","stand",43.844,"","CEBUS-02_2022-05-11_450"
"3711","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","pound","stand",45.112,"","CEBUS-02_2022-05-11_450"
"3712","CEBUS-02-R11__2022-05-11__12-15-42","2024-12-11 11:36:55.325","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-15-42.MP4","60.861","ZG","SPT","seqend","opened",48.582,"","CEBUS-02_2022-05-11_450"
"300","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-18 13:21:18.874","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","juvenileunknown","present","",0.734,"","CEBUS-02_2022-05-11_452"
"3719","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","seqstart","almendrared",17.818,"","CEBUS-02_2022-05-11_452"
"3720","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","hammerstone","onanvil",17.885,"FRE","CEBUS-02_2022-05-11_452"
"3721","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",19.653,"","CEBUS-02_2022-05-11_452"
"3722","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",20.988,"","CEBUS-02_2022-05-11_452"
"3723","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",22.256,"","CEBUS-02_2022-05-11_452"
"3724","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",23.957,"","CEBUS-02_2022-05-11_452"
"3725","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","seqend","opened",26.393,"","CEBUS-02_2022-05-11_452"
"301","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-18 13:21:18.874","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","juvenileunknown","present","",28.962,"","CEBUS-02_2022-05-11_452"
"3726","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","seqstart","almendrared",56.456,"","CEBUS-02_2022-05-11_453"
"3727","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","hammerstone","onanvil",56.523,"FRE","CEBUS-02_2022-05-11_453"
"3728","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",57.824,"","CEBUS-02_2022-05-11_453"
"302","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-18 13:21:18.874","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","juvenileunknown","present","",59.626,"","CEBUS-02_2022-05-11_453"
"3729","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",59.66,"","CEBUS-02_2022-05-11_453"
"303","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-18 13:21:18.874","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","juvenileunknown","scrounge","afterwards",60.794,"","CEBUS-02_2022-05-11_453"
"3730","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","pound","stand",60.86,"","CEBUS-02_2022-05-11_453"
"3731","CEBUS-02-R11__2022-05-11__12-18-01","2024-12-11 11:41:30.389","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-18-01.MP4","60.894","ZG","SPT","seqcont","seqcont",60.885,"","CEBUS-02_2022-05-11_453"
"3733","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","seqstart","almendrabrown",5.172,"","CEBUS-02_2022-05-11_454"
"3734","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","hammerstone","onanvil",5.239,"FRE","CEBUS-02_2022-05-11_454"
"304","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",5.405,"","CEBUS-02_2022-05-11_454"
"3735","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","stand",6.24,"","CEBUS-02_2022-05-11_454"
"3736","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","stand",7.608,"","CEBUS-02_2022-05-11_454"
"305","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","socialattention","",8.976,"","CEBUS-02_2022-05-11_454"
"3737","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","crouch",9.309,"","CEBUS-02_2022-05-11_454"
"3738","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","seqend","opened",11.078,"","CEBUS-02_2022-05-11_454"
"306","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","scrounge","tolerated",14.014,"","CEBUS-02_2022-05-11_454"
"3739","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","seqstart","almendrared",34.067,"","CEBUS-02_2022-05-11_455"
"3740","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","hammerstone","onanvil",34.134,"FRE","CEBUS-02_2022-05-11_455"
"307","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",34.201,"","CEBUS-02_2022-05-11_455"
"308","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",35.469,"","CEBUS-02_2022-05-11_455"
"3741","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","stand",35.669,"","CEBUS-02_2022-05-11_455"
"309","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","socialattention","",36.87,"","CEBUS-02_2022-05-11_455"
"3742","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","pound","stand",37.137,"","CEBUS-02_2022-05-11_455"
"310","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","scrounge","tolerated",38.705,"","CEBUS-02_2022-05-11_455"
"3743","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","seqend","opened",40.44,"","CEBUS-02_2022-05-11_455"
"311","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",52.786,"","CEBUS-02_2022-05-11_456"
"3744","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","seqstart","almendrabrown",57.257,"","CEBUS-02_2022-05-11_456"
"312","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-18 13:24:26.937","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","juvenileunknown","present","",57.324,"","CEBUS-02_2022-05-11_456"
"3745","CEBUS-02-R11__2022-05-11__12-20-33","2024-12-11 11:52:42.333","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-11__12-20-33.MP4","60.861","ZG","SPT","hammerstone","onanvil",57.357,"FRE","CEBUS-02_2022-05-11_456"
