Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
CEBUS-02-R11__2022-05-16__14-30-45,2024-11-21 10:52:42.952,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-16__14-30-45.MP4,0.0,18.819,60.861,29.970,ZG,SPT,0.0,displace,Not defined,,POINT,53.120,53.120,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-16__14-30-45.MP4,1592,1592,,,,
CEBUS-02-R11__2022-05-18__11-10-35,2024-11-21 10:55:20.514,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-10-35.MP4,0.0,0.000,60.861,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,34.801,34.801,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-10-35.MP4,1043,1043,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,8.642,8.642,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,259,259,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,MIC,0.0,present,Not defined,,POINT,9.576,9.576,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,287,287,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,9.910,9.910,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,297,297,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,10.177,10.177,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,305,305,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,MIC,0.0,displace,Not defined,,POINT,12.746,12.746,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,382,382,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,PEA,0.0,present,Not defined,,POINT,16.350,16.350,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,490,490,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,16.917,16.917,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,510,510,,,,
CEBUS-02-R11__2022-05-18__11-12-00,2024-11-21 10:57:11.768,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,0.0,9.576,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,18.218,18.218,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-12-00.MP4,546,546,,,,
CEBUS-02-R11__2022-05-18__11-13-12,2024-11-21 10:59:54.453,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,0.0,41.942,60.861,29.970,ZG,PEA,0.0,present,Not defined,,POINT,2.202,2.202,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,66,66,,,,
CEBUS-02-R11__2022-05-18__11-13-12,2024-11-21 10:59:54.453,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,0.0,41.942,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.502,2.502,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,75,75,,,,
CEBUS-02-R11__2022-05-18__11-13-12,2024-11-21 10:59:54.453,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,0.0,41.942,60.861,29.970,ZG,MIC,0.0,present,Not defined,,POINT,41.608,41.608,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,1247,1247,,,,
CEBUS-02-R11__2022-05-18__11-13-12,2024-11-21 10:59:54.453,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,0.0,41.942,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,43.010,43.010,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,1289,1289,,,,
CEBUS-02-R11__2022-05-18__11-13-12,2024-11-21 10:59:54.453,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,0.0,41.942,60.861,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,44.144,44.144,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-13-12.MP4,1323,1323,,,,
CEBUS-02-R11__2022-05-18__11-14-21,2024-11-21 11:02:01.880,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,0.0,5.972,60.827,29.970,ZG,PEA,0.0,socialattention,Not defined,,POINT,7.341,7.341,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,220,220,,,,
CEBUS-02-R11__2022-05-18__11-14-21,2024-11-21 11:02:01.880,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,0.0,5.972,60.827,29.970,ZG,MIC,0.0,present,Not defined,,POINT,9.142,9.142,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,274,274,,,,
CEBUS-02-R11__2022-05-18__11-14-21,2024-11-21 11:02:01.880,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,0.0,5.972,60.827,29.970,ZG,PEA,0.0,present,Not defined,,POINT,9.276,9.276,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,278,278,,,,
CEBUS-02-R11__2022-05-18__11-14-21,2024-11-21 11:02:01.880,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,0.0,5.972,60.827,29.970,ZG,MIC,0.0,displace,Not defined,,POINT,10.244,10.244,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,307,307,,,,
CEBUS-02-R11__2022-05-18__11-14-21,2024-11-21 11:02:01.880,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,0.0,5.972,60.827,29.970,ZG,TER,0.0,present,Not defined,,POINT,12.646,12.646,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,379,379,,,,
CEBUS-02-R11__2022-05-18__11-14-21,2024-11-21 11:02:01.880,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,0.0,5.972,60.827,29.970,ZG,PEA,0.0,present,Not defined,,POINT,13.313,13.313,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-18__11-14-21.MP4,399,399,,,,
CEBUS-02-R11__2022-05-21__12-57-22,2024-11-21 11:03:47.734,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-21__12-57-22.MP4,0.0,0.000,60.727,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,6.340,6.340,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-21__12-57-22.MP4,190,190,,,,
CEBUS-02-R11__2022-05-21__13-01-03,2024-11-21 11:11:23.093,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-21__13-01-03.MP4,0.0,0.000,60.928,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,44.311,44.311,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-21__13-01-03.MP4,1328,1328,,,,
CEBUS-02-R11__2022-05-22__15-57-19,2024-11-21 11:18:10.647,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__15-57-19.MP4,0.0,0.000,60.861,29.970,ZG,PEA,0.0,present,Not defined,,POINT,0.400,0.400,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__15-57-19.MP4,12,12,,,,
CEBUS-02-R11__2022-05-22__15-58-48,2024-11-21 11:19:55.883,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__15-58-48.MP4,0.0,30.851,60.761,29.970,ZG,PEA,0.0,present,Not defined,,POINT,7.454,7.454,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__15-58-48.MP4,224,224,,,,
CEBUS-02-R11__2022-05-22__15-58-48,2024-11-21 11:19:55.883,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__15-58-48.MP4,0.0,30.851,60.761,29.970,ZG,PEA,0.0,present,Not defined,,POINT,38.305,38.305,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__15-58-48.MP4,1149,1149,,,,
CEBUS-02-R11__2022-05-22__16-00-01,2024-11-21 11:21:16.915,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-00-01.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,15.048,15.048,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-00-01.MP4,451,451,,,,
CEBUS-02-R11__2022-05-22__16-04-20,2024-11-21 11:22:46.782,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-04-20.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,8.942,8.942,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-04-20.MP4,268,268,,,,
CEBUS-02-R11__2022-05-22__16-05-41,2024-11-21 11:27:13.227,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-05-41.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,28.695,28.695,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-05-41.MP4,860,860,,,,
CEBUS-02-R11__2022-05-22__16-07-11,2024-11-21 11:28:02.587,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-07-11.MP4,0.0,0.000,60.794,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,44.578,44.578,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-07-11.MP4,1336,1336,,,,
CEBUS-02-R11__2022-05-22__16-10-17,2024-11-21 11:33:10.359,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-10-17.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.770,3.770,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-10-17.MP4,113,113,,,,
CEBUS-02-R11__2022-05-22__16-11-31,2024-11-21 11:37:03.476,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-11-31.MP4,0.0,0.000,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,48.282,48.282,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-11-31.MP4,1447,1447,,,,
CEBUS-02-R11__2022-05-22__16-15-28,2024-11-21 11:38:31.541,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-15-28.MP4,0.0,0.000,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,31.064,31.064,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-15-28.MP4,931,931,,,,
CEBUS-02-R11__2022-05-22__16-18-10,2024-11-21 11:39:32.231,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-18-10.MP4,0.0,50.217,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,7.474,7.474,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-18-10.MP4,224,224,,,,
CEBUS-02-R11__2022-05-22__16-18-10,2024-11-21 11:39:32.231,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-18-10.MP4,0.0,50.217,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,57.691,57.691,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-18-10.MP4,1729,1729,,,,
CEBUS-02-R11__2022-05-22__16-21-50,2024-11-21 11:41:38.801,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-21-50.MP4,0.0,28.353,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,32.532,32.532,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-21-50.MP4,975,975,,,,
CEBUS-02-R11__2022-05-22__16-21-50,2024-11-21 11:41:38.801,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-21-50.MP4,0.0,28.353,60.894,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,39.473,39.473,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-21-50.MP4,1186,1186,,,ID? = JOK,
CEBUS-02-R11__2022-05-22__16-21-50,2024-11-21 11:41:38.801,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-21-50.MP4,0.0,28.353,60.894,29.970,ZG,subadultmale,0.0,scrounge,Not defined,afterwards,POINT,60.885,60.885,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-21-50.MP4,1825,1825,,,next video. ID ?= JOK,
CEBUS-02-R11__2022-05-22__16-23-48,2024-11-21 11:45:03.732,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-23-48.MP4,0.0,0.000,60.861,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,55.322,55.322,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-23-48.MP4,1658,1658,,,,
CEBUS-02-R11__2022-05-22__16-25-09,2024-11-21 11:46:02.146,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-25-09.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,33.433,33.433,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-25-09.MP4,1002,1002,,,,
CEBUS-02-R11__2022-05-22__16-28-41,2024-11-21 11:47:06.900,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-28-41.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,6.607,6.607,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-28-41.MP4,198,198,,,,
CEBUS-02-R11__2022-05-22__16-30-12,2024-11-21 11:47:59.116,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-30-12.MP4,0.0,0.000,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,60.821,60.821,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-22__16-30-12.MP4,1823,1823,,,,
CEBUS-02-R11__2022-05-25__10-47-45,2024-11-21 11:49:35.032,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-47-45.MP4,0.0,0.000,60.861,29.970,ZG,SPT,0.0,present,Not defined,,POINT,59.226,59.226,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-47-45.MP4,1775,1775,,,,
CEBUS-02-R11__2022-05-25__10-50-13,2024-11-21 11:52:11.388,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-50-13.MP4,0.0,37.571,60.861,29.970,ZG,SPT,0.0,present,Not defined,,POINT,2.069,2.069,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-50-13.MP4,62,62,,,,
CEBUS-02-R11__2022-05-25__10-50-13,2024-11-21 11:52:11.388,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-50-13.MP4,0.0,37.571,60.861,29.970,ZG,SPT,0.0,present,Not defined,,POINT,14.081,14.081,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-50-13.MP4,422,422,,,,
CEBUS-02-R11__2022-05-25__10-50-13,2024-11-21 11:52:11.388,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-50-13.MP4,0.0,37.571,60.861,29.970,ZG,SPT,0.0,present,Not defined,,POINT,39.640,39.640,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-50-13.MP4,1188,1188,,,,
CEBUS-02-R11__2022-05-25__10-51-29,2024-11-21 11:54:38.287,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-51-29.MP4,0.0,0.000,60.694,29.970,ZG,SPT,0.0,present,Not defined,,POINT,8.342,8.342,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-25__10-51-29.MP4,250,250,,,,
CEBUS-02-R11__2022-05-26__07-09-25,2024-11-21 11:56:27.259,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-09-25.MP4,0.0,0.000,60.761,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,32.332,32.332,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-09-25.MP4,969,969,,,,
CEBUS-02-R11__2022-05-26__07-43-44,2024-11-21 11:57:20.561,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-43-44.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,11.345,11.345,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-43-44.MP4,340,340,,,,
CEBUS-02-R11__2022-05-26__07-44-55,2024-11-21 12:00:35.893,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-44-55.MP4,0.0,5.572,60.861,29.970,ZG,ZIM,0.0,present,Not defined,,POINT,17.518,17.518,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-44-55.MP4,525,525,,,,
CEBUS-02-R11__2022-05-26__07-44-55,2024-11-21 12:00:35.893,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-44-55.MP4,0.0,5.572,60.861,29.970,ZG,ZIM,0.0,socialattention,Not defined,,POINT,22.256,22.256,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-44-55.MP4,667,667,,,,
CEBUS-02-R11__2022-05-26__07-44-55,2024-11-21 12:00:35.893,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-44-55.MP4,0.0,5.572,60.861,29.970,ZG,ZIM,0.0,avoid,Not defined,aggression,POINT,23.090,23.090,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-44-55.MP4,692,692,,,,
