Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
CEBUS-02-R11__2022-05-26__07-47-39,2024-11-21 12:02:43.146,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-47-39.MP4,0.0,0.233,60.894,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,59.960,59.960,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-47-39.MP4,1797,1797,,,,
CEBUS-02-R11__2022-05-26__07-47-39,2024-11-21 12:02:43.146,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-47-39.MP4,0.0,0.233,60.894,29.970,ZG,subadultmale,0.0,scrounge,Not defined,afterwards,POINT,60.193,60.193,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-47-39.MP4,1804,1804,,,,
CEBUS-02-R11__2022-05-26__07-50-02,2024-11-21 13:57:17.866,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-50-02.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,40.240,40.240,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-50-02.MP4,1206,1206,,,,
CEBUS-02-R11__2022-05-26__07-51-21,2024-11-21 13:58:27.161,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-51-21.MP4,0.0,58.516,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.369,2.369,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-51-21.MP4,71,71,,,,
CEBUS-02-R11__2022-05-26__07-51-21,2024-11-21 13:58:27.161,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-51-21.MP4,0.0,58.516,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,60.885,60.885,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-51-21.MP4,1825,1825,,,in next video,
CEBUS-02-R11__2022-05-26__07-51-21,2024-11-21 13:58:27.161,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-51-21.MP4,0.0,58.516,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,60.885,60.885,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-51-21.MP4,1825,1825,,,in next video,
CEBUS-02-R11__2022-05-26__07-55-01,2024-11-21 14:04:43.312,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-55-01.MP4,0.0,33.100,60.894,29.970,ZG,ZIM,0.0,present,Not defined,,POINT,2.469,2.469,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-55-01.MP4,74,74,,,,
CEBUS-02-R11__2022-05-26__07-55-01,2024-11-21 14:04:43.312,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-55-01.MP4,0.0,33.100,60.894,29.970,ZG,ZIM,0.0,socialattention,Not defined,,POINT,35.569,35.569,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-55-01.MP4,1066,1066,,,,
CEBUS-02-R11__2022-05-26__07-59-27,2024-11-21 14:06:32.367,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-59-27.MP4,0.0,0.000,60.928,29.970,ZG,ZIM,0.0,socialattention,Not defined,,POINT,14.748,14.748,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-59-27.MP4,442,442,,,,
CEBUS-02-R11__2022-05-26__07-59-27,2024-11-21 14:06:32.367,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-59-27.MP4,0.0,0.000,60.928,29.970,ZG,ZIM,0.0,present,Not defined,,POINT,14.748,14.748,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__07-59-27.MP4,442,442,,,,
CEBUS-02-R11__2022-05-26__08-01-49,2024-11-21 14:08:52.455,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-01-49.MP4,0.0,2.403,60.861,29.970,ZG,ZIM,0.0,present,Not defined,,POINT,12.412,12.412,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-01-49.MP4,372,372,,,,
CEBUS-02-R11__2022-05-26__08-01-49,2024-11-21 14:08:52.455,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-01-49.MP4,0.0,2.403,60.861,29.970,ZG,ZIM,0.0,socialattention,Not defined,,POINT,13.080,13.080,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-01-49.MP4,392,392,,,,
CEBUS-02-R11__2022-05-26__08-01-49,2024-11-21 14:08:52.455,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-01-49.MP4,0.0,2.403,60.861,29.970,ZG,ZIM,0.0,scrounge,Not defined,tolerated,POINT,14.815,14.815,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-01-49.MP4,444,444,,,,
CEBUS-02-R11__2022-05-26__08-05-57,2024-11-21 14:12:25.527,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-05-57.MP4,0.0,0.000,60.827,29.970,ZG,ZIM,0.0,present,Not defined,,POINT,4.037,4.037,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-05-57.MP4,121,121,,,,
CEBUS-02-R11__2022-05-26__08-07-14,2024-11-21 14:13:13.673,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-07-14.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,0.767,0.767,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-26__08-07-14.MP4,23,23,,,,
CEBUS-02-R11__2022-05-27__17-36-45,2024-11-21 14:14:58.454,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-36-45.MP4,0.0,0.000,60.894,29.970,ZG,SPT,0.0,present,Not defined,,POINT,0.734,0.734,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-36-45.MP4,22,22,,,,
CEBUS-02-R11__2022-05-27__17-38-47,2024-11-21 14:16:04.935,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-38-47.MP4,0.0,13.080,60.827,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,5.939,5.939,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-38-47.MP4,178,178,,,,
CEBUS-02-R11__2022-05-27__17-38-47,2024-11-21 14:16:04.935,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-38-47.MP4,0.0,13.080,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,16.984,16.984,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-38-47.MP4,509,509,,,,
CEBUS-02-R11__2022-05-27__17-38-47,2024-11-21 14:16:04.935,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-38-47.MP4,0.0,13.080,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,19.019,19.019,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-38-47.MP4,570,570,,,,
CEBUS-02-R11__2022-05-27__17-40-04,2024-11-21 14:18:34.520,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-40-04.MP4,0.0,19.953,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,16.617,16.617,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-40-04.MP4,498,498,,,,
CEBUS-02-R11__2022-05-27__17-40-04,2024-11-21 14:18:34.520,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-40-04.MP4,0.0,19.953,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,36.570,36.570,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-40-04.MP4,1096,1096,,,,
CEBUS-02-R11__2022-05-27__17-41-14,2024-11-21 14:21:29.948,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,0.0,28.062,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.135,2.135,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,64,64,,,,
CEBUS-02-R11__2022-05-27__17-41-14,2024-11-21 14:21:29.948,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,0.0,28.062,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.970,2.970,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,89,89,,,,
CEBUS-02-R11__2022-05-27__17-41-14,2024-11-21 14:21:29.948,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,0.0,28.062,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,27.961,27.961,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,838,838,,,,
CEBUS-02-R11__2022-05-27__17-41-14,2024-11-21 14:21:29.948,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,0.0,28.062,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,30.197,30.197,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-41-14.MP4,905,905,,,,
CEBUS-02-R11__2022-05-27__17-43-33,2024-11-21 14:23:22.070,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-43-33.MP4,0.0,1.335,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.569,2.569,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-43-33.MP4,77,77,,,,
CEBUS-02-R11__2022-05-27__17-43-33,2024-11-21 14:23:22.070,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-43-33.MP4,0.0,1.335,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.904,3.904,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-43-33.MP4,117,117,,,,
CEBUS-02-R11__2022-05-27__17-44-50,2024-11-21 14:25:07.613,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,0.0,47.381,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,0.300,0.300,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,9,9,,,,
CEBUS-02-R11__2022-05-27__17-44-50,2024-11-21 14:25:07.613,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,0.0,47.381,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,0.901,0.901,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,27,27,,,,
CEBUS-02-R11__2022-05-27__17-44-50,2024-11-21 14:25:07.613,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,0.0,47.381,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,21.521,21.521,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,645,645,,,,
CEBUS-02-R11__2022-05-27__17-44-50,2024-11-21 14:25:07.613,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,0.0,47.381,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,23.190,23.190,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,695,695,,,,
CEBUS-02-R11__2022-05-27__17-44-50,2024-11-21 14:25:07.613,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,0.0,47.381,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,44.678,44.678,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,1339,1339,,,,
CEBUS-02-R11__2022-05-27__17-44-50,2024-11-21 14:25:07.613,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,0.0,47.381,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,47.681,47.681,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-44-50.MP4,1429,1429,,,,
CEBUS-02-R11__2022-05-27__17-46-00,2024-11-21 14:31:25.579,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-46-00.MP4,0.0,0.000,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,0.434,0.434,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-46-00.MP4,13,13,,,,
CEBUS-02-R11__2022-05-27__17-59-31,2024-11-21 14:33:05.541,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,0.0,29.396,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,30.898,30.898,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,927,927,,,,
CEBUS-02-R11__2022-05-27__17-59-31,2024-11-21 14:33:05.541,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,0.0,29.396,60.560,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,37.237,37.237,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,1116,1116,,,,
CEBUS-02-R11__2022-05-27__17-59-31,2024-11-21 14:33:05.541,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,0.0,29.396,60.560,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,40.707,40.707,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,1220,1220,,,,
CEBUS-02-R11__2022-05-27__17-59-31,2024-11-21 14:33:05.541,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,0.0,29.396,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,52.119,52.119,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,1562,1562,,,,
CEBUS-02-R11__2022-05-27__17-59-31,2024-11-21 14:33:05.541,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,0.0,29.396,60.560,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,60.294,60.294,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__17-59-31.MP4,1807,1807,,,,
CEBUS-02-R11__2022-05-27__18-00-41,2024-11-21 14:34:54.870,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-00-41.MP4,0.0,0.000,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,47.147,47.147,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-00-41.MP4,1413,1413,,,,
CEBUS-02-R11__2022-05-27__18-04-35,2024-11-21 14:36:17.453,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-04-35.MP4,0.0,0.000,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,59.126,59.126,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-04-35.MP4,1772,1772,,,,
CEBUS-02-R11__2022-05-27__18-05-50,2024-11-21 14:38:18.841,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-05-50.MP4,0.0,39.139,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,15.349,15.349,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-05-50.MP4,460,460,,,,
CEBUS-02-R11__2022-05-27__18-05-50,2024-11-21 14:38:18.841,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-05-50.MP4,0.0,39.139,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,54.488,54.488,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-05-50.MP4,1633,1633,,,,
CEBUS-02-R11__2022-05-27__18-08-13,2024-11-21 14:40:13.733,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-08-13.MP4,0.0,26.994,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,20.020,20.020,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-08-13.MP4,600,600,,,,
CEBUS-02-R11__2022-05-27__18-08-13,2024-11-21 14:40:13.733,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-08-13.MP4,0.0,26.994,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,21.555,21.555,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-08-13.MP4,646,646,,,,
CEBUS-02-R11__2022-05-27__18-08-13,2024-11-21 14:40:13.733,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-08-13.MP4,0.0,26.994,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,47.014,47.014,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-08-13.MP4,1409,1409,,,,
CEBUS-02-R11__2022-05-27__18-09-23,2024-11-21 14:42:23.199,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-09-23.MP4,0.0,11.311,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,15.449,15.449,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-09-23.MP4,463,463,,,,
CEBUS-02-R11__2022-05-27__18-09-23,2024-11-21 14:42:23.199,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-09-23.MP4,0.0,11.311,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,26.760,26.760,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-05-27__18-09-23.MP4,802,802,,,,
CEBUS-02-R11__2022-06-02__08-57-34,2024-12-18 15:19:25.521,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,0.0,47.939,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,12.946,12.946,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,389,389,,,,
CEBUS-02-R11__2022-06-02__08-57-34,2024-12-18 15:19:25.521,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,0.0,47.939,60.894,29.970,ZG,SMG,0.0,present,Not defined,,POINT,22.923,22.923,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,687,687,,,,
CEBUS-02-R11__2022-06-02__08-57-34,2024-12-18 15:19:25.521,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,0.0,47.939,60.894,29.970,ZG,SMG,0.0,displace,Not defined,,POINT,25.459,25.459,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,763,763,,,,
CEBUS-02-R11__2022-06-02__08-57-34,2024-12-18 15:19:25.521,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,0.0,47.939,60.894,29.970,ZG,TER,0.0,present,Not defined,,POINT,29.363,29.363,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-06-02__08-57-34.MP4,880,880,,,,
