Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
EXP-ANV-01-R11__2022-03-11__10-01-54,2023-02-05 14:11:49,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,0.0,60.409,60.860,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendragreen,,,,POINT,43.590,43.590,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-01-54,2023-02-05 14:11:49,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,0.0,60.409,60.860,29.970,MKWC,PEA,0.0,hammerstone,Sequence info,offanvilreach,None,None,None,POINT,46.590,46.590,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-03-11__10-01-54,2023-02-05 14:11:49,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,0.0,60.409,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,49.840,49.840,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-01-54,2023-02-05 14:11:49,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,0.0,60.409,60.860,29.970,MKWC,PEA,0.0,reposit,Behavior,item,,,,POINT,51.017,51.017,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-01-54,2023-02-05 14:11:49,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,0.0,60.409,60.860,29.970,MKWC,PEA,0.0,reposit,Behavior,peel,,,,POINT,52.267,52.267,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-01-54,2023-02-05 14:11:49,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,0.0,60.409,60.860,29.970,MKWC,PEA,0.0,seqend,Sequence info,None,None,None,None,POINT,60.469,60.469,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-01-54.MP4,NA,NA,,,"success missed
",
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.304,0.304,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,inhand,None,None,e_onanvil,POINT,0.651,0.651,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,0.902,0.902,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,overhead,,POINT,2.651,2.651,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,reposit,Behavior,hammer,,,,POINT,4.651,4.651,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,5.906,5.906,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-07-42,2023-02-05 14:18:02,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,0.0,9.573,60.830,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,9.877,9.877,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-07-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.060,0.060,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,inhand,None,None,e_onanvil,POINT,0.304,0.304,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,0.902,0.902,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,3.402,3.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,4.288,4.288,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,6.286,6.286,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,8.536,8.536,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,10.287,10.287,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,hammerlost,,,,POINT,13.261,13.261,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,16.261,16.261,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,18.261,18.261,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,21.261,21.261,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,23.761,23.761,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,peel,,,,POINT,27.511,27.511,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,28.261,28.261,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,33.761,33.761,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,35.011,35.011,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,38.011,38.011,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__10-27-22,2023-02-05 14:28:12,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,0.0,41.701,60.860,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,41.761,41.761,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__10-27-22.MP4,NA,NA,,,direct percussion of almendra before eating,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.060,0.060,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,0.061,0.061,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,3.652,3.652,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,hammerlost,,,,POINT,6.651,6.651,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,12.652,12.652,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,15.402,15.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,16.152,16.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,17.653,17.653,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,19.402,19.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,peel,,,,POINT,21.152,21.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,27.906,27.906,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,28.402,28.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,hammer,,,,POINT,28.402,28.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,30.903,30.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,32.152,32.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-15-13,2023-02-05 14:33:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,0.0,36.592,60.860,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,36.652,36.652,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-15-13.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,41.340,41.340,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,None,None,POINT,44.612,44.612,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,45.409,45.409,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,46.658,46.658,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,51.658,51.658,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,52.157,52.157,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,53.158,53.158,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,55.908,55.908,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__17-16-23,2023-02-05 14:38:45,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,0.0,19.171,60.860,29.970,MKWC,BAL,0.0,seqend,Sequence info,None,None,None,None,POINT,60.511,60.511,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__17-16-23.MP4,NA,NA,,,"success missed
",
